study_id,fcs_files,cluster_id,label,fcs_names,FSC-A,SSC-A,CD45RA,LIVE,CD57,CD3,CD4,KI67,CD28,CCR7,CD8,CD95,TIME,fraction
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60041C200908104.581964.fcs,cluster3,CCR7-|CD28-|CD3-|CD4-|CD45RA-|CD95-|KI67+,Ki67ccr7_Hs60041C200908104.581964.fcs,7428.960449,4.477320194,0.418317169,0.427993864,0.006516453,0.00750048,0.012131254,0.896293521,0.052167073,0.057160072,0.020277061,0.078894593,4163.200195,0.405
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60056C200909217.581912.fcs,cluster3,CCR7-|CD28-|CD3-|CD4-|CD45RA-|CD95-|KI67+,Ki67ccr7_Hs60056C200909217.581912.fcs,10711.44043,4.976130009,0.559639275,0.539790988,-0.00427492,0.041500062,0.013407464,0.840410173,0.059415869,0.092773706,0.0494195,0.087859809,340.3999939,0.391
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_C200906243.581846.fcs,cluster4,CCR7-|CD28-|CD3-|CD4-|CD45RA-|CD95-|KI67-,Ki67ccr7_C200906243.581846.fcs,7779.600098,4.358839989,0.432601511,0.423696786,0.024335632,0.012610317,0.014406395,-0.80701679,0.063261911,0.051007148,0.05922268,0.056585565,1552.099976,0.301
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60025C200907134.583112.fcs,cluster4,CCR7-|CD28-|CD3-|CD4-|CD45RA-|CD95-|KI67-,Ki67ccr7_Hs60025C200907134.583112.fcs,7260.480469,4.248539448,0.471172303,0.427315801,0.013965571,0.044196248,0.039136976,-0.737623394,0.066907577,0.078618705,0.058940109,0.094140418,2376.199951,0.279
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60041C200908104.581964.fcs,cluster4,CCR7-|CD28-|CD3-|CD4-|CD45RA-|CD95-|KI67-,Ki67ccr7_Hs60041C200908104.581964.fcs,7789.680176,4.370872498,0.38166821,0.411403596,-0.009692944,0.009661499,-0.003553085,-0.764213324,0.039881209,0.042884495,0.043036208,0.072296061,4873.299805,0.366
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60056C200909217.581912.fcs,cluster4,CCR7-|CD28-|CD3-|CD4-|CD45RA-|CD95-|KI67-,Ki67ccr7_Hs60056C200909217.581912.fcs,9857.520508,4.788746834,0.454749525,0.505618513,-0.00648918,0.040134441,0.015242742,-0.692396104,0.072668992,0.067145936,0.064796366,0.094713375,275.7999878,0.327
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_C200906243.581846.fcs,cluster5,CD28+|CD3+|CD4+|CD95+,Ki67ccr7_C200906243.581846.fcs,58170.96094,6.001963615,0.939608037,0.688549757,0.825805783,3.169244766,3.609050989,0.758525908,2.761677027,3.782629013,-0.033366259,2.380925894,1240.800049,0.059
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60025C200907134.583112.fcs,cluster5,CD28+|CD3+|CD4+|CD95+,Ki67ccr7_Hs60025C200907134.583112.fcs,57260.88086,5.869247913,1.345431328,0.318005398,0.77618891,3.336423755,3.526826024,0.627341986,2.505208969,4.195651293,0.055667272,2.347725511,1982.149963,0.122
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60041C200908104.581964.fcs,cluster5,CD28+|CD3+|CD4+|CD95+,Ki67ccr7_Hs60041C200908104.581964.fcs,64568.88281,5.992470264,0.733457804,0.361015826,0.309973717,3.400469065,3.650424004,0.859739363,2.641311646,3.719297409,0.153332308,2.301008701,3975.600098,0.037
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60056C200909217.581912.fcs,cluster5,CD28+|CD3+|CD4+|CD95+,Ki67ccr7_Hs60056C200909217.581912.fcs,58366.80078,6.019186974,1.04413259,0.387311012,0.852646947,2.933027983,3.620898962,0.687416971,2.64186883,3.736461639,0.088078193,2.278226852,279.8999939,0.091
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_C200906243.581846.fcs,cluster6,CCR7+|CD28+|CD3+|CD4+|CD95-,Ki67ccr7_C200906243.581846.fcs,45732.96289,5.610818624,3.160846353,0.275373191,0.536462158,3.291286349,3.429051042,0.575269759,2.213504553,4.401342154,-0.113015421,0.394945979,1155.350037,0.07
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60025C200907134.583112.fcs,cluster6,CCR7+|CD28+|CD3+|CD4+|CD95-,Ki67ccr7_Hs60025C200907134.583112.fcs,48866.40039,5.529376745,3.381272793,0.212638453,0.625393808,3.463207126,3.505611062,0.408441648,2.21291995,4.815525055,-0.314926848,0.658176363,1979.849976,0.11
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60041C200908104.581964.fcs,cluster6,CCR7+|CD28+|CD3+|CD4+|CD95-,Ki67ccr7_Hs60041C200908104.581964.fcs,54557.28125,5.593439579,3.216506481,0.183571681,0.339618176,3.57356739,3.668233871,0.669175804,2.28190732,4.88119173,-0.150322735,0.493548751,3296.899902,0.051
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60056C200909217.581912.fcs,cluster6,CCR7+|CD28+|CD3+|CD4+|CD95-,Ki67ccr7_Hs60056C200909217.581912.fcs,48513.24219,5.674585104,2.907900691,0.220577121,0.712263435,3.263720036,3.587041378,0.501109853,2.250279903,4.468913317,0.10870447,0.525148332,270.1999969,0.062
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_C200906243.581846.fcs,cluster7,CCR7-|CD28-|CD3-|CD4-|CD95-|KI67+,Ki67ccr7_C200906243.581846.fcs,9178.919922,4.666708946,0.571217686,0.450394884,0.033051435,0.032944245,0.081096973,0.869153917,0.060624473,0.085264407,0.075718749,0.073474169,1526.349976,0.386
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60025C200907134.583112.fcs,cluster7,CCR7-|CD28-|CD3-|CD4-|CD95-|KI67+,Ki67ccr7_Hs60025C200907134.583112.fcs,7866.720215,4.465543747,0.618350208,0.483412683,0.01553344,0.047291897,0.063476093,0.919638753,0.062619947,0.090817757,0.060847782,0.103279524,2118.199951,0.317
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60041C200908104.581964.fcs,cluster7,CCR7-|CD28-|CD3-|CD4-|CD95-|KI67+,Ki67ccr7_Hs60041C200908104.581964.fcs,7647.120117,4.508392811,0.447047472,0.439725637,0.010477846,0.016831763,0.016874276,0.896293521,0.061757542,0.065461449,0.031408891,0.084710293,4121.200195,0.429
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60056C200909217.581912.fcs,cluster7,CCR7-|CD28-|CD3-|CD4-|CD95-|KI67+,Ki67ccr7_Hs60056C200909217.581912.fcs,10963.44043,4.997992516,0.57442224,0.540437341,-0.002394447,0.042724367,0.015122598,0.840410173,0.065575585,0.102964878,0.049472649,0.094125852,340.2000122,0.401
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_C200906243.581846.fcs,cluster8,CD28+|CD3+|CD4+|CD45RA-|CD95+,Ki67ccr7_C200906243.581846.fcs,51103.80273,5.872396946,0.696733564,0.43855311,0.8110888,3.098228335,3.605919957,0.645078838,2.740273118,3.407814264,-0.194100693,2.180314422,1417.899963,0.04
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60025C200907134.583112.fcs,cluster8,CD28+|CD3+|CD4+|CD45RA-|CD95+,Ki67ccr7_Hs60025C200907134.583112.fcs,54933.8418,5.733189344,0.881276459,0.2567105,0.747004032,3.210216641,3.547522664,0.51734966,2.57582736,4.011505842,-0.007625088,2.347725511,2015.399963,0.086
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60041C200908104.581964.fcs,cluster8,CD28+|CD3+|CD4+|CD45RA-|CD95+,Ki67ccr7_Hs60041C200908104.581964.fcs,60734.88281,5.884064913,0.421331286,0.230005853,0.275626212,3.330126405,3.597233653,0.661352068,2.800848603,3.308320999,0.084459895,2.233168244,3778.449951,0.026
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60056C200909217.581912.fcs,cluster8,CD28+|CD3+|CD4+|CD45RA-|CD95+,Ki67ccr7_Hs60056C200909217.581912.fcs,51951.60156,5.848991871,0.892675847,0.262092486,0.771363199,2.880788088,3.584651709,0.626081198,2.646371961,3.564203739,0.038658945,2.262497783,282.5999908,0.068
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_C200906243.581846.fcs,cluster9,CD3+|CD4-|CD8+|CCR7+,Ki67ccr7_C200906243.581846.fcs,55004.04297,5.822235584,2.85645175,0.281064793,0.281235203,2.981289983,0.083778203,0.466708705,2.318284035,3.671433449,4.960580587,1.712341011,1565.100037,0.03
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60025C200907134.583112.fcs,cluster9,CD3+|CD4-|CD8+|CCR7+,Ki67ccr7_Hs60025C200907134.583112.fcs,46295.28125,5.61773181,4.221683741,0.201920182,0.174074009,2.98133862,0.307717159,0.475172296,1.950805902,4.699794292,5.167794704,0.768664211,2178.75,0.012
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60041C200908104.581964.fcs,cluster9,CD3+|CD4-|CD8+|CCR7+,Ki67ccr7_Hs60041C200908104.581964.fcs,56408.40234,5.628784657,3.735500097,0.286250293,0.100696221,3.010210752,0.187525406,0.685694635,1.266303182,4.084069252,4.788488388,0.418893307,3621.699951,0.025
Data_SDY736_FCM-2,Data/SDY736/ResultFiles/Flow_cytometry_result/Ki67ccr7_Hs60056C200909217.581912.fcs,cluster9,CD3+|CD4-|CD8+|CCR7+,Ki67ccr7_Hs60056C200909217.581912.fcs,49842.36133,5.656429768,3.49975574,0.267365843,0.0834722,2.889912605,0.278402507,0.55148989,2.001525998,4.648191214,4.887185574,0.458763734,269.4000092,0.024
