study_id,fcs_files,cluster_id,label,fcs_names,FSC-A,SSC-A,CD11A,CD4,CD16,CD28,CD95,CD3,CD62L,CD8,CCR7,TIME,fraction
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90211C20090205_00.583066.fcs,cluster9,CD11A+|CD16-|CD3+|CD8-|CD95+,Hs90211C20090205_00.583066.fcs,48754,6.320742369,3.547189474,4.209935665,0.127283908,1.679380178,3.135512352,4.302560568,5.961748362,-1.086697936,3.301587701,7864.299805,0.158
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60003C200900407A_00.581924.fcs,cluster9,CD11A+|CD16-|CD3+|CD8-|CD95+,T_Hs60003C200900407A_00.581924.fcs,41346.2793,6.347141266,3.478617668,4.27890873,0.160607934,1.870025754,3.216446877,4.080483198,4.584865808,1.073146522,3.526895165,3250.75,0.056
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60011C200900505A_00.581822.fcs,cluster9,CD11A+|CD16-|CD3+|CD8-|CD95+,T_Hs60011C200900505A_00.581822.fcs,64343.12109,6.262654305,3.312371254,4.248335838,0.124422401,2.899952888,3.12579298,4.275285244,5.329443932,-0.174033672,2.767940521,2866.199951,0.261
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60012C200900505A_00.581833.fcs,cluster9,CD11A+|CD16-|CD3+|CD8-|CD95+,T_Hs60012C200900505A_00.581833.fcs,62898.35938,6.144330978,3.318758726,4.264554977,0.130912051,3.110838413,3.65272069,4.176404476,5.494349003,-0.14272289,2.641029596,4482.299805,0.311
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90208C20090205_00.583331.fcs,cluster10,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-,Hs90208C20090205_00.583331.fcs,44441,6.072265148,2.892496109,4.186364174,0.079464175,1.337013245,1.677080631,4.602422714,6.548956394,-0.865976572,3.906872272,7132.399902,0.355
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90210C20090205_00.583065.fcs,cluster10,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-,Hs90210C20090205_00.583065.fcs,44721.4375,6.01482296,2.816798687,4.072089672,0.112207972,1.749665499,1.180837989,4.431314468,6.500286102,-0.917802274,4.002940655,6170.299805,0.395
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90211C20090205_00.583066.fcs,cluster10,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-,Hs90211C20090205_00.583066.fcs,43780.55859,5.953124523,2.919781208,4.149189949,0.113256097,1.194669724,0.572340071,4.416639328,6.432479382,-1.59510982,4.065170765,8033,0.317
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60003C200900407A_00.581924.fcs,cluster10,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-,T_Hs60003C200900407A_00.581924.fcs,40342.32031,5.983946562,2.915529013,4.244488716,0.153281458,1.510544479,1.519698441,4.275233984,5.908829927,1.954426885,4.051551104,2852.949951,0.066
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60011C200900505A_00.581822.fcs,cluster10,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-,T_Hs60011C200900505A_00.581822.fcs,58863.13867,6.059257269,3.031505704,4.222391367,0.107507758,2.652959108,1.574798465,4.495034933,5.398053169,-0.243695892,3.019452572,2998.75,0.442
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60012C200900505A_00.581833.fcs,cluster10,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-,T_Hs60012C200900505A_00.581833.fcs,60907.53906,6.072218657,3.178763628,4.240399837,0.091572132,3.014542341,3.183542252,4.257190228,5.569694281,-0.269420043,2.969365358,4427.199951,0.306
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90208C20090205_00.583331.fcs,cluster11,CD11A+|CD16+|CD3-|CD4-,Hs90208C20090205_00.583331.fcs,54155.32031,6.606347799,4.322289944,0.339628637,3.95930326,0.308901682,2.061051726,0.112370402,2.328511119,0.094816938,0.685253769,7750.25,0.064
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90210C20090205_00.583065.fcs,cluster11,CD11A+|CD16+|CD3-|CD4-,Hs90210C20090205_00.583065.fcs,49789.5,6.453735352,4.179867744,0.148918293,4.53374958,0.131685697,0.990635216,0.076220009,3.525090933,-0.049318284,0.638423353,5225.25,0.124
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90211C20090205_00.583066.fcs,cluster11,CD11A+|CD16+|CD3-|CD4-,Hs90211C20090205_00.583066.fcs,46410.91797,6.129982471,3.976276875,0.30940029,3.678275824,0.169390216,1.686736703,-0.120848171,5.861056328,-1.114461422,-0.277743161,6728.700195,0.019
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60003C200900407A_00.581924.fcs,cluster11,CD11A+|CD16+|CD3-|CD4-,T_Hs60003C200900407A_00.581924.fcs,54280.33984,7.005351782,4.287745953,0.1144883,4.291060448,0.313086107,1.418198764,-0.460131481,2.140084147,0.951541394,2.49784863,3910.099976,0.036
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60011C200900505A_00.581822.fcs,cluster11,CD11A+|CD16+|CD3-|CD4-,T_Hs60011C200900505A_00.581822.fcs,73397.75781,6.667068481,4.142665863,0.24206467,4.209171295,-0.200083539,1.766212344,-0.274449825,0.584459424,0.119221188,1.554139614,2449.100098,0.091
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60012C200900505A_00.581833.fcs,cluster11,CD11A+|CD16+|CD3-|CD4-,T_Hs60012C200900505A_00.581833.fcs,65508.96094,6.386793137,4.212564945,0.030838395,3.195207834,0.687216282,2.539568186,0.086348444,2.01196456,0.425811529,0.540787041,4761.399902,0.151
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90208C20090205_00.583331.fcs,cluster12,CD11A+|CD16-|CD3+|CD4-|CD8+,Hs90208C20090205_00.583331.fcs,49580.12109,6.33064127,4.159384251,-0.826871872,0.07433252,0.499043226,2.995863438,4.257133007,5.00179863,5.105035305,2.273595572,7570.100098,0.107
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90210C20090205_00.583065.fcs,cluster12,CD11A+|CD16-|CD3+|CD4-|CD8+,Hs90210C20090205_00.583065.fcs,45908.55859,6.094970942,2.833881974,-0.867300898,0.195507728,1.285664737,1.026283205,4.019863129,6.509464502,5.660433054,4.149134636,5896.149902,0.12
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90211C20090205_00.583066.fcs,cluster12,CD11A+|CD16-|CD3+|CD4-|CD8+,Hs90211C20090205_00.583066.fcs,44862.80078,6.130125999,3.033175468,-0.043362059,0.120637365,0.881876111,0.5887357,3.990301847,6.618941307,5.841938019,4.424855709,9077.5,0.181
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60003C200900407A_00.581924.fcs,cluster12,CD11A+|CD16-|CD3+|CD4-|CD8+,T_Hs60003C200900407A_00.581924.fcs,45429.75977,6.192657948,3.589830279,-2.138644218,0.096455518,1.299995661,1.802114904,3.821660042,6.483185768,5.931445599,3.985672474,3383.700073,0.058
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60011C200900505A_00.581822.fcs,cluster12,CD11A+|CD16-|CD3+|CD4-|CD8+,T_Hs60011C200900505A_00.581822.fcs,63315.59766,6.145746231,3.439475775,-0.833295345,0.229308829,1.905692697,1.942826033,4.030892372,5.286320686,4.548994541,2.558802843,3407.5,0.057
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/T_Hs60012C200900505A_00.581833.fcs,cluster12,CD11A+|CD16-|CD3+|CD4-|CD8+,T_Hs60012C200900505A_00.581833.fcs,64452.55859,6.178464413,4.014555454,-0.231819659,0.134151161,0.876611352,2.950182915,4.09124279,2.449983358,4.142848492,1.243518233,4450.100098,0.119
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90208C20090205_00.583331.fcs,cluster13,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-|SAMPLE_ID-,Hs90208C20090205_00.583331.fcs,44441,6.072265148,2.892496109,4.186364174,0.079464175,1.337013245,1.677080631,4.602422714,6.548956394,-0.865976572,3.906872272,7132.399902,0.355
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90210C20090205_00.583065.fcs,cluster13,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-|SAMPLE_ID-,Hs90210C20090205_00.583065.fcs,44721.4375,6.01482296,2.816798687,4.072089672,0.112207972,1.749665499,1.180837989,4.431314468,6.500286102,-0.917802274,4.002940655,6170.299805,0.395
Data_SDY736_FCM-1,Data/SDY736/ResultFiles/Flow_cytometry_result/Hs90211C20090205_00.583066.fcs,cluster13,CCR7+|CD11A+|CD16-|CD3+|CD4+|CD62L+|CD8-|SAMPLE_ID-,Hs90211C20090205_00.583066.fcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
